0.56705,-12.988,1641
0.46673,-10.69,1675
0.3664,-8.392,1681
0.26608,-6.0942,1645
0.16575,-3.7964,1594
0.065429,-1.4986,1583
-0.034896,0.79924,1599
-0.13522,3.097,1578
-0.23554,5.3949,1548
-0.33587,7.6927,1543
-0.43619,9.9905,1537
-0.53652,12.288,1543
-0.63684,14.586,1519
-0.74153,16.984,1500
-0.84185,19.282,1488
-0.94218,21.579,1486
-1.0425,23.877,1483
-1.1428,26.175,1481
-1.2432,28.473,1485
-1.3435,30.771,1480
-1.4438,33.068,1479
-1.5441,35.366,1505
-1.6445,37.664,1482
-1.7448,39.962,1481
-1.8451,42.26,1489
24.853,49.848,1531
23.827,47.789,1533
22.801,45.731,1539
21.73,43.583,1526
20.704,41.525,1551
19.677,39.467,1549
18.651,37.408,1532
16.554,33.202,1538
15.572,31.233,1550
14.546,29.175,1536
13.475,27.027,1519
12.449,24.969,1536
11.423,22.91,1535
10.396,20.852,1536
9.3702,18.794,1533
8.3439,16.735,1528
7.3176,14.677,1539
6.2914,12.619,1546
5.2651,10.56,1552
4.2389,8.5019,1557
3.2126,6.4435,1573
2.1864,4.3852,1553
1.1601,2.3268,1576
0.13386,0.26848,1591
-0.93702,-1.8794,1591
-1.9633,-3.9377,1624
-2.9895,-5.9961,1633
-4.0158,-8.0544,1597
-5.042,-10.113,1605
-6.0683,-12.171,1629
-7.0499,-14.14,1658
-8.0762,-16.198,1664
-9.1471,-18.346,1667
-10.173,-20.405,1671
-11.2,-22.463,1687
-12.226,-24.521,1682
-13.252,-26.58,1668
-14.278,-28.638,1673
-15.305,-30.696,1684
-16.331,-32.755,1668
-17.357,-34.813,1618
-18.383,-36.871,1658
-19.41,-38.93,1644
-20.436,-40.988,1647
-21.462,-43.046,1642
-22.488,-45.105,1616
29.484,6.5365,1629
27.043,5.9954,1610
25.091,5.5625,1603
22.65,5.0214,1613
20.405,4.5236,1603
18.159,4.0258,1606
15.914,3.528,1603
13.766,3.0518,1608
11.423,2.5323,1613
9.1772,2.0345,1616
6.9317,1.5367,1615
4.5886,1.0173,1611
2.4407,0.5411,1580
0.09763,0.021644,1580
-2.0502,-0.45452,1586
-4.1981,-0.93069,1591
-6.6388,-1.4718,1592
-8.8843,-1.9696,1562
-11.13,-2.4674,1572
-13.278,-2.9436,1589
-15.523,-3.4414,1588
-17.866,-3.9608,1585
-20.112,-4.4587,1586
-22.357,-4.9565,1573
-24.603,-5.4543,1573
-26.848,-5.9521,1558
-29.094,-6.4499,1566
10.887,-49.108,1740
9.3935,-42.371,1704
8.9173,-40.223,1748
8.3979,-37.88,1757
7.9217,-35.732,1775
7.4239,-33.487,1765
6.9261,-31.241,1762
6.4283,-28.996,1752
5.9088,-26.653,1752
5.411,-24.407,1753
4.9132,-22.162,1753
4.4154,-19.916,1748
3.9176,-17.671,1730
3.4414,-15.523,1709
2.9219,-13.18,1688
2.4241,-10.935,1687
1.9263,-8.689,1678
1.4285,-6.4436,1654
0.93069,-4.1981,1634
0.43288,-1.9526,1611
-0.064932,0.29289,1590
-0.56274,2.5384,1562
-1.0606,4.7839,1565
-1.5584,7.0293,1541
-2.0778,9.3724,1537
-2.554,11.52,1515
-3.0734,13.863,1498
-3.5713,16.109,1479
-4.0691,18.354,1481
-4.5669,20.6,1475
-5.0647,22.845,1466
-5.5625,25.091,1461
-6.0603,27.336,1457
-6.5581,29.582,1455
-7.0559,31.827,1452
-7.5754,34.17,1453
-8.0732,36.416,1448
-8.5494,38.564,1469
-9.0905,41.004,1456
-9.5883,43.25,1448
-10.043,45.3,1409
-10.541,47.546,1416
-11.06,49.889,1429
